url,file,exact_claim_text,claim_category,claim_type,visible_source_present,visible_sources,source_support_status,source_quality,source_publication_date,geographic_scope,time_sensitivity,expert_review_required,risk_level,recommended_action
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"Forum selection clauses determine where any legal dispute must be resolved. If the clause requires disputes to be handled in a different state or city, your cost of pursuing legal action increases dramatically. AI identifies forum selection clauses that create practical barriers to justice.","[""pricing_or_market_rate"", ""legal_or_regulatory"", ""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Attorney fee provisions determine who pays legal costs if a dispute arises. One-sided fee provisions can make it financially devastating to enforce your rights even when you are clearly in the right. AI flags unbalanced attorney fee language for negotiation.,"[""pricing_or_market_rate"", ""legal_or_regulatory""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Entire agreement clauses state that the written contract represents the complete agreement between the parties. These provisions can prevent you from relying on verbal promises made during negotiations. AI flags these clauses so you ensure all important promises are in writing.,"[""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Waiver provisions determine whether failing to enforce a right at one point prevents you from enforcing it later. These provisions affect your ability to hold the other party accountable for ongoing violations. AI evaluates whether waiver provisions are fair and balanced.,"[""legal_or_regulatory""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Notice provisions specify how and where formal communications must be sent. Restrictive notice requirements can make it difficult to exercise your rights under the contract. AI identifies notice provisions that create unnecessary barriers to communication.,"[""legal_or_regulatory""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Governing law provisions determine which state laws will be used to interpret the contract. Being subject to the laws of a distant state can create uncertainty and increase legal costs. AI identifies governing law provisions that may put you at a disadvantage.,"[""pricing_or_market_rate"", ""legal_or_regulatory""]",estimated_or_qualified,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Document review before signing is one of the smartest financial habits you can develop. Every agreement you sign has terms that can cost you if you do not understand them. AI makes thorough review fast and affordable for every document.,"[""savings_or_financial_outcome"", ""pricing_or_market_rate"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Contracts are designed by people who understand legal language and know how to structure terms in their favor. You do not need to be an expert to protect yourself. AI analysis gives you the same analytical power that the contract drafter used when creating the agreement.,"[""legal_or_regulatory""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"The few minutes it takes to upload a document for AI analysis can save you hundreds or thousands of dollars. Hidden fees, automatic renewals, and unbalanced terms are expensive mistakes that are completely avoidable with proper review before signing.","[""savings_or_financial_outcome"", ""product_capability""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Many people assume that standard contracts are fair because they look professional and official. Professional appearance has nothing to do with fairness. Contracts are written to protect the interests of the party that drafted them.,"[""pricing_or_market_rate"", ""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,False,Medium,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"AI analysis does not replace the need for legal advice in complex situations. But for routine consumer contracts and standard business agreements, AI provides a level of review that most people would never get otherwise.","[""pricing_or_market_rate"", ""legal_or_regulatory"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,The most expensive contract is the one you sign without reading. Even a quick AI review catches the most common issues that cost consumers money. Uploading a document takes less time than reading through fine print manually.,"[""pricing_or_market_rate"", ""ai_performance"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Move performance claim to documented testing or remove unsupported number
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Contract review is not about distrust. It is about informed decision making. Every party to a contract should understand what they are agreeing to. AI helps make that understanding accessible to everyone regardless of their legal knowledge.,"[""legal_or_regulatory"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"Hidden costs in contracts are not always called fees. They appear as markups, adjustments, escalations, surcharges, and recovery charges. AI catches these regardless of terminology because it focuses on the underlying financial impact.","[""pricing_or_market_rate"", ""ai_performance"", ""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Move performance claim to documented testing or remove unsupported number
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"The best time to negotiate contract terms is before signing. Once you sign, you have accepted everything in the agreement. AI analysis before signing gives you leverage to negotiate better terms while you still have the power to walk away.","[""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Companies spend significant resources designing contracts that maximize their advantage while appearing standard. AI levels this playing field by giving consumers access to sophisticated analysis that reveals the true nature of the terms.,"[""pricing_or_market_rate"", ""security_privacy""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Verify against product code and policy; narrow wording if unverifiable
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Understanding what you are signing is not just about avoiding bad terms. It is also about recognizing good terms and knowing when you have a fair agreement. AI helps you distinguish between standard provisions and unusual terms that deserve attention.,"[""pricing_or_market_rate""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,False,Low,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Every dollar spent on contract review before signing is an investment in protecting yourself from future costs. A single hidden fee identified before signing can save more than the cost of hundreds of AI analyses.,"[""savings_or_financial_outcome"", ""pricing_or_market_rate"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,The language of contracts is deliberately complex. This complexity serves a purpose beyond legal precision. It makes it harder for non-experts to understand what they are agreeing to. AI translates this complexity into plain language explanations.,"[""legal_or_regulatory""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Most contract disputes arise from terms that one party did not understand or did not notice. AI review before signing dramatically reduces the risk of future disputes by ensuring both parties understand what the contract actually says.,"[""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"When evaluating AI agreement analyzer, most people focus on the obvious elements: price, scope, and timeline. These are important, but they represent only part of the picture. A thorough review considers additional factors that can significantly impact the value and risk of any agreement or proposal.","[""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,The handling of changes and modifications is another critical area. Every agreement encounters situations that require adjustments. The question is whether the process for making adjustments is fair and transparent. Agreements that give one party unilateral authority to make changes without the other's consent are inherently risky. Those that require mutual agreement and provide clear mechanisms for resolving disagreements are more balanced.,"[""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"Communication requirements are often overlooked but frequently matter. Agreements that require written notice for important decisions, provide reasonable response times, and establish clear channels for addressing concerns tend to work better in practice than those that leave communication to informal channels. The AI identifies gaps in communication provisions that could lead to misunderstandings.","[""market_or_prevalence""]",estimated_or_qualified,False,[],no_visible_source_found,unassessed,,not stated,medium,True,High,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"Finally, consider the dispute resolution provisions. How will disagreements be resolved? Is there a process for escalating issues before they become formal disputes? Are the dispute resolution mechanisms fair to both parties? Agreements that provide for early resolution of issues through discussion or mediation tend to preserve relationships better than those that jump directly to formal legal proceedings.","[""legal_or_regulatory""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"By considering these additional factors alongside the direct terms of any agreement or proposal, you develop a more complete picture of what you are agreeing to. The AI analysis supports this comprehensive approach by evaluating the document across multiple dimensions and highlighting areas that deserve particular attention.","[""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"AI contract analysis is not a luxury for the wealthy. At $15 per document, it is accessible to anyone who wants to protect themselves from hidden fees and unfavorable terms. Compare that cost to the potential savings from catching a single overcharge.","[""savings_or_financial_outcome"", ""pricing_or_market_rate""]",estimated_or_qualified,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,The most successful consumers and business owners make document review a routine part of their decision-making process. They do not skip review because they are busy. They prioritize review because they understand its value.,"[""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Hidden fees are not accidents. They are deliberately designed into pricing structures by companies that profit from consumer confusion. Understanding this helps you approach document review with the right mindset.,"[""pricing_or_market_rate"", ""legal_or_regulatory""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Even simple agreements can contain complex terms with significant financial implications. A one-page service contract can include provisions that cost you thousands if you do not read them carefully. AI reads every word so you do not have to.,"[""savings_or_financial_outcome"", ""pricing_or_market_rate"", ""product_capability"", ""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Contract review is not about being paranoid. It is about being practical. The vast majority of contracts contain at least some terms that deserve attention. AI helps you focus on the terms that matter most for your situation.,"[""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,medium,False,Medium,Narrow absolute or promotional wording
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Every document you sign creates a legal relationship with the other party. Understanding the terms of that relationship before entering into it is simply common sense. AI makes this common sense practical for every document you encounter.,"[""legal_or_regulatory"", ""absolute_or_superlative""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Signing any agreement creates legal obligations that affect your finances and rights. Many people do not realize how binding a contract is until they need to get out of one. This is why reviewing documents carefully before signing is so important. many consumers may not be aware how much power a signed contract has until they need to get out of one. This is why reviewing documents before signing is so important. AI analysis gives you a thorough understanding of what you are agreeing to before you commit.,"[""legal_or_regulatory"", ""market_or_prevalence"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"Contracts often hide fees using language that sounds legitimate but masks extra charges. Instead of calling something a fee, the contract might call it an adjustment or surcharge. AI analysis identifies these regardless of terminology. Instead of calling something a fee, the contract might call it a surcharge, adjustment, recovery charge, or processing cost. AI identifies these regardless of what name they use because it recognizes the pattern of charging extra for something that should be included in the base price.","[""pricing_or_market_rate""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,False,Low,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"Document review before signing is one of the most important financial habits you can develop. Every contract you sign contains terms that can affect your finances for months or years. Hidden fees, automatic renewal clauses, vague scope definitions, and unfavorable payment terms are common in standard agreements. Many people discover these issues only after signing when it is too late to negotiate changes. AI-powered analysis makes thorough review practical and affordable for every document you encounter. Combining AI analysis with your own judgment creates a review process that catches issues while respecting your time. This approach works for contracts, agreements, proposals, quotes, and estimates. The key is consistency. Review every significant document before signing. That habit will save you more money than almost any other financial practice.","[""savings_or_financial_outcome"", ""pricing_or_market_rate"", ""ai_performance"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Move performance claim to documented testing or remove unsupported number
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Understanding the documents you sign is essential for protecting your financial interests. Every agreement creates binding obligations that affect your rights and responsibilities. Taking time to review before committing ensures you know exactly what you are agreeing to and helps you avoid unexpected costs or unfavorable terms that could have been addressed before signing.,"[""pricing_or_market_rate"", ""legal_or_regulatory"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"When you upload an agreement to HiddenFeeAI, the analysis engine examines multiple dimensions of the document simultaneously. It looks at pricing language to identify hidden charges and markup structures. It evaluates clause language to flag provisions that tilt the balance of power toward the drafter. It examines scope definitions to catch vague descriptions that could be interpreted against your interests later. It analyzes payment terms to identify structures that leave you financially exposed.","[""pricing_or_market_rate"", ""product_capability""]",promotional_or_product_statement,False,[],no_visible_source_found,unassessed,,not stated,high,False,Medium,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,The AI compares what it finds against known patterns from thousands of similar agreements. This pattern-matching capability is what distinguishes AI analysis from manual review. A human reader might notice an unusual clause if they happen to read it carefully. The AI notices every clause and compares each one against a database of known risk patterns.,"[""savings_or_financial_outcome"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,medium,True,High,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"The output is a detailed analysis report that highlights potential issues by risk level. Each finding includes an explanation of what the clause means in plain language, why it might be a concern, and specific questions you can ask before signing. The report transforms a dense legal document into actionable information that you can use immediately.","[""legal_or_regulatory"", ""product_capability""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Add primary jurisdiction-specific source and legal qualifier or refer for review
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,"For a one-time fee of $15, you get a comprehensive analysis that would take a professional reviewer hours to complete manually. The speed and consistency of AI analysis make it practical to review every significant agreement you encounter, rather than skipping review because of time or cost constraints.","[""pricing_or_market_rate"", ""product_capability"", ""absolute_or_superlative""]",instructional,False,[],no_visible_source_found,unassessed,,not stated,high,False,Medium,Add a directly supporting source or label as an example/estimate
https://detecthiddenfees.com/ai-agreement-analyzer,ai-agreement-analyzer.html,Agreements hide fees in many ways. Some are obvious line items buried on page eight. Others are disguised as standard provisions with hidden cost implications. An AI agreement analyzer catches both types.,"[""pricing_or_market_rate"", ""ai_performance""]",factual_or_generalized,False,[],no_visible_source_found,unassessed,,not stated,high,True,High,Move performance claim to documented testing or remove unsupported number
